study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments	raw
Seman2013	NA	EMP10	6.0	EMP10	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP10	48.0	hr	NA	6.52269381302975	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP10	6.0	EMP10	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP10	72.0	hr	NA	3.22861953577774	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP25	6.0	EMP25	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP25	0.2	hr	NA	6.10014718915057	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP25	6.0	EMP25	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP25	0.3	hr	NA	72.702176277155	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP25	6.0	EMP25	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP25	0.45	hr	NA	137.36334410037	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP25	6.0	EMP25	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP25	1.0	hr	NA	219.521773795303	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP25	6.0	EMP25	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP25	1.5	hr	NA	259.534023170168	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP25	6.0	EMP25	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP25	2.0	hr	NA	328.09353519501	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP25	6.0	EMP25	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP25	3.0	hr	NA	458.59684708628	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP25	6.0	EMP25	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP25	4.0	hr	NA	414.763993259488	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP25	6.0	EMP25	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP25	6.0	hr	NA	317.288501728811	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP25	6.0	EMP25	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP25	8.0	hr	NA	219.521773795303	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP25	6.0	EMP25	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP25	10.0	hr	NA	162.400570631869	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP25	6.0	EMP25	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP25	12.0	hr	NA	116.186096077263	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP25	6.0	EMP25	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP25	14.0	hr	NA	91.9074645388704	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP25	6.0	EMP25	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP25	24.0	hr	NA	72.702176277155	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP25	6.0	EMP25	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP25	34.0	hr	NA	33.6550787278695	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP25	6.0	EMP25	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP25	48.0	hr	NA	14.0904152752465	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP25	6.0	EMP25	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP25	72.0	hr	NA	7.21202145262691	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP50	5.0	EMP50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP50	0.2	hr	NA	18.4191890799774	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP50	5.0	EMP50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP50	0.3	hr	NA	192.001334229933	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP50	5.0	EMP50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP50	0.45	hr	NA	428.888485018012	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP50	5.0	EMP50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP50	1.0	hr	NA	662.83860591088	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP50	5.0	EMP50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP50	1.5	hr	NA	1059.28919729299	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP50	5.0	EMP50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP50	2.0	hr	NA	1059.28919729299	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP50	5.0	EMP50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP50	3.0	hr	NA	895.979034700564	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP50	5.0	EMP50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP50	4.0	hr	NA	708.752287404099	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP50	5.0	EMP50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP50	6.0	hr	NA	507.062019787963	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP50	5.0	EMP50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP50	8.0	hr	NA	387.89516726794	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP50	5.0	EMP50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP50	10.0	hr	NA	286.961951065491	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP50	5.0	EMP50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP50	12.0	hr	NA	219.521773795303	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP50	5.0	EMP50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP50	14.0	hr	NA	179.563295915596	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP50	5.0	EMP50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP50	24.0	hr	NA	77.7381300307328	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP50	5.0	EMP50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP50	34.0	hr	NA	33.6550787278695	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP50	5.0	EMP50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP50	48.0	hr	NA	13.6263786751008	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP50	5.0	EMP50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP50	72.0	hr	NA	4.22049687927021	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	OGTT50	5.0	OGTT50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_OGTT50	0.2	hr	NA	25.7456521748989	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	OGTT50	5.0	OGTT50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_OGTT50	0.3	hr	NA	167.931006153629	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	OGTT50	5.0	OGTT50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_OGTT50	0.45	hr	NA	387.89516726794	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	OGTT50	5.0	OGTT50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_OGTT50	1.0	hr	NA	619.899258590156	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	OGTT50	5.0	OGTT50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_OGTT50	0.5	hr	NA	783.654245910784	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	OGTT50	5.0	OGTT50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_OGTT50	1.5	hr	NA	895.979034700564	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	OGTT50	5.0	OGTT50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_OGTT50	2.0	hr	NA	810.341031933153	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	OGTT50	5.0	OGTT50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_OGTT50	3.0	hr	NA	685.411101543504	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	OGTT50	5.0	OGTT50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_OGTT50	4.0	hr	NA	619.899258590156	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	OGTT50	5.0	OGTT50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_OGTT50	6.0	hr	NA	474.214035396797	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	OGTT50	5.0	OGTT50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_OGTT50	8.0	hr	NA	339.266526363961	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	OGTT50	5.0	OGTT50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_OGTT50	10.0	hr	NA	268.372269090494	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	OGTT50	5.0	OGTT50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_OGTT50	12.0	hr	NA	198.5398026289	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	OGTT50	5.0	OGTT50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_OGTT50	14.0	hr	NA	157.052267747558	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	OGTT50	5.0	OGTT50	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_OGTT50	24.0	hr	NA	77.7381300307328	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP100	5.0	EMP100	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP100	0.2	hr	NA	37.2117957293016	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP100	5.0	EMP100	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP100	0.3	hr	NA	328.09353519501	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP100	5.0	EMP100	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP100	0.45	hr	NA	1750.51013918532	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP100	5.0	EMP100	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP100	1.0	hr	NA	2212.9316724823	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP100	5.0	EMP100	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP100	2.0	hr	NA	1935.5065619708	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP100	5.0	EMP100	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP100	3.0	hr	NA	1637.11034293833	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP100	5.0	EMP100	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP100	4.0	hr	NA	1384.71774139927	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP100	5.0	EMP100	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP100	6.0	hr	NA	926.490961234942	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP100	5.0	EMP100	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP100	8.0	hr	NA	641.009485397125	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP100	5.0	EMP100	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP100	10.0	hr	NA	507.062019787963	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP100	5.0	EMP100	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP100	12.0	hr	NA	362.76693067638	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP100	5.0	EMP100	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP100	14.0	hr	NA	317.288501728811	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP100	5.0	EMP100	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP100	24.0	hr	NA	124.234105595208	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP100	5.0	EMP100	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP100	34.0	hr	NA	52.0132534331508	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP100	5.0	EMP100	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP100	48.0	hr	NA	21.7764559879884	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP100	5.0	EMP100	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP100	72.0	hr	NA	4.0815041679466	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP200	6.0	EMP200	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP200	0.3	hr	NA	95.03730764609	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP200	6.0	EMP200	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP200	0.45	hr	NA	685.411101543504	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP200	6.0	EMP200	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP200	1.0	hr	NA	1583.19574193044	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP200	6.0	EMP200	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP200	1.5	hr	NA	3198.48807091391	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP200	6.0	EMP200	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP200	2.0	hr	NA	3307.41029929331	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP200	6.0	EMP200	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP200	3.0	hr	NA	3198.48807091391	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP200	6.0	EMP200	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP200	4.0	hr	NA	2797.50826770668	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP200	6.0	EMP200	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP200	6.0	hr	NA	1935.5065619708	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP200	6.0	EMP200	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP200	8.0	hr	NA	1252.36591487504	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP200	6.0	EMP200	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP200	10.0	hr	NA	958.04194964999	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP200	6.0	EMP200	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP200	12.0	hr	NA	757.846330043249	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP200	6.0	EMP200	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP200	14.0	hr	NA	560.649061468746	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP200	6.0	EMP200	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP200	24.0	hr	NA	250.986845292054	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP200	6.0	EMP200	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP200	34.0	hr	NA	128.464809390919	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP200	6.0	EMP200	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP200	48.0	hr	NA	59.4685536967993	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP200	6.0	EMP200	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP200	72.0	hr	NA	19.0464414176607	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP400	6.0	EMP400	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP400	0.3	hr	NA	59.4685536967993	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP400	6.0	EMP400	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP400	0.45	hr	NA	328.09353519501	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP400	6.0	EMP400	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP400	1.0	hr	NA	1431.87331575994	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP400	6.0	EMP400	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP400	1.5	hr	NA	2616.28288634167	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP400	6.0	EMP400	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP400	2.0	hr	NA	5465.60399006648	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP400	6.0	EMP400	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP400	3.0	hr	NA	5285.60643543452	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP400	6.0	EMP400	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP400	4.0	hr	NA	4323.49327381216	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP400	6.0	EMP400	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP400	6.0	hr	NA	2705.37853270117	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP400	6.0	EMP400	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP400	8.0	hr	NA	2001.41885649831	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP400	6.0	EMP400	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP400	10.0	hr	NA	1480.63473954884	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP400	6.0	EMP400	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP400	12.0	hr	NA	1095.36253485413	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP400	6.0	EMP400	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP400	14.0	hr	NA	837.936617406199	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP400	6.0	EMP400	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP400	24.0	hr	NA	428.888485018012	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP400	6.0	EMP400	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP400	34.0	hr	NA	173.649776709813	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP400	6.0	EMP400	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP400	48.0	hr	NA	67.9924566405819	NA	NA	NA	nmol/l	NA	NA
Seman2013	NA	EMP400	6.0	EMP400	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_EMP400	72.0	hr	NA	19.0464414176607	NA	NA	NA	nmol/l	NA	NA
